ID,C,H,N,S,O,feed_LHV,feed_type,feed_shape,feed_particle_size,feed_ash,feed_moisture,feed_VM,feed_FC,feed_cellulose,feed_hemicellulose,feed_lignin,temperature,operating_condition,operating_pressure,residence_time,steam_biomass_ratio,ER,gasifying_agent,reactor_type,bed_material,catalyst,scale
283,44.85,5.98,1.65,NaN,41.84,18.76,woody biomass,chips,NaN,5.8,5,82,12.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
284,44.85,5.98,1.65,NaN,41.84,15.95,woody biomass,chips,NaN,5.8,20,82,12.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
285,45.85,5.8,1.6,NaN,40.25,20.18,woody biomass,chips,NaN,4.6,5,80,15.4,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
286,45.85,5.8,1.6,NaN,40.25,17.15,woody biomass,chips,NaN,4.6,20,80,15.4,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab
287,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
288,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
289,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
290,42.5,6.3,0.2,NaN,51,16.98,woody biomass,dust,0.5,1.31,8.5,84.59,14.1,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
291,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
292,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
293,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
294,43.7,6.1,0.4,NaN,49.8,12.34,herbaceous biomass,particles,5,15.29,7.8,66.81,17.9,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
295,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
296,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
297,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
298,41.8,5.3,0.2,NaN,52.7,16.06,woody biomass,chips,2,2.36,11.1,83.69,13.95,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
299,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,780,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
300,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,750,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
301,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,700,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
302,40.8,5.5,0.3,NaN,53.4,12.3,herbaceous biomass,other,NaN,15.11,10,67.44,17.44,NaN,NaN,NaN,650,continuous,slightly above atmospheric (1.1atm),NaN,0.8,NaN,steam,fluidised bed,silica,0,lab
303,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,700,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab
304,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,800,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab
305,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,900,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab
306,50.26,6.72,0.16,0.2,42.66,18.54,woody biomass,particles,1.75,0.36,5.01,81.81,17.83,43.5,19.5,33,900,batch,NaN,40,0.5,NaN,steam,fluidised bed,silica,0,lab
307,51.3,5.81,0.2,0.1,42.6,18.6,woody biomass,pellets,NaN,0.43,8,84.13,15.43,NaN,NaN,NaN,700,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot
308,51.3,5.81,0.2,0.1,42.6,18.6,woody biomass,pellets,NaN,0.43,8,84.13,15.43,NaN,NaN,NaN,750,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot
309,51.3,5.81,0.2,0.1,42.6,18.6,woody biomass,pellets,NaN,0.43,8,84.13,15.43,NaN,NaN,NaN,800,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot
310,48.3,5.5,0.6,0.01,38.1,16.28,woody biomass,particles,15,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,0.6,NaN,steam,other,NaN,0,pilot
311,48.3,5.5,0.6,0.01,38.1,16.28,woody biomass,particles,15,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,0.7,NaN,steam,other,NaN,0,pilot
312,48.3,5.5,0.6,0.01,38.1,16.28,woody biomass,particles,15,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,1,NaN,steam,other,NaN,0,pilot
